1547928834344,-6512
1547928838444,-18367
1547928833326,-4787
1547928836384,-12858
1547928841505,-18367
1547928835365,-9573
1547928835386,-9637
1547928834364,-6560
1547928842544,-18367
1547928837424,-16528
1547928841525,-18367
1547928836405,-12925
1547928842504,-18367
1547928837384,-16318
1547928836364,-12724
1547928841485,-18367
1547928834304,-6417
1547928838404,-18364
1547928833284,-4746
1547928838424,-18364
1547928833305,-4766
1547928837404,-16388
1547928842525,-18367
1547928835345,-9444
1547928834324,-6462
1547928838504,-18369
1547928833384,-4858
1547928842604,-18367
1547928837484,-16670
1547928832365,-4536
1547928835426,-9760
1547928834404,-6657
1547928834424,-6709
1547928838524,-18369
1547928833405,-4883
1547928841585,-18367
1547928836465,-13135
1547928835445,-9820
1547928836424,-12994
1547928841545,-18367
1547928835404,-9637
1547928832334,-4536
1547928838464,-18369
1547928833344,-4787
1547928842564,-18367
1547928837444,-16528
1547928842584,-18367
1547928837464,-16670
1547928832345,-4536
1547928841565,-18367
1547928836445,-12994
1547928834384,-6609
1547928838484,-18369
1547928833364,-4810
1547928842664,-18367
1547928837545,-16952
1547928832425,-4536
1547928841644,-18367
1547928836525,-13345
1547928834464,-6812
1547928838564,-18369
1547928833444,-4909
1547928838584,-18369
1547928833464,-4936
1547928842684,-18367
1547928837564,-16952
1547928832445,-4536
1547928840624,-18367
1547928835504,-9944
1547928834484,-6865
1547928840584,-18367
1547928835464,-9820
1547928834444,-6760
1547928842624,-18367
1547928837504,-16740
1547928832385,-4536
1547928841605,-18367
1547928836485,-13205
1547928841625,-18367
1547928836505,-13275
1547928840604,-18367
1547928835484,-9882
1547928838544,-18369
1547928833424,-4883
1547928837524,-16810
1547928842645,-18367
1547928832406,-4536
1547928841704,-18367
1547928836586,-13556
1547928835564,-10131
1547928840685,-18367
1547928838624,-18369
1547928833504,-5023
1547928842725,-18367
1547928837605,-17163
1547928832485,-4536
1547928842744,-18367
1547928837624,-17163
1547928832505,-4536
1547928841724,-18367
1547928836606,-13626
1547928834544,-7080
1547928838644,-18368
1547928833525,-5052
1547928834504,-6919
1547928838604,-18369
1547928833484,-4993
1547928841664,-18367
1547928836545,-13416
1547928840644,-18367
1547928835524,-10005
1547928840664,-18367
1547928835544,-10131
1547928834524,-6972
1547928837584,-17023
1547928842705,-18367
1547928832465,-4536
1547928841684,-18367
1547928836564,-13416
1547928838185,-18280
1547928833065,-4581
1547928842284,-18367
1547928837164,-15541
1547928835105,-8752
1547928834084,-6018
1547928834104,-6018
1547928838204,-18280
1547928833085,-4591
1547928841264,-18367
1547928836144,-11977
1547928835125,-8813
1547928841225,-18367
1547928836105,-11913
1547928835085,-8691
1547928838144,-18254
1547928833025,-4564
1547928842244,-18367
1547928837124,-15399
1547928842264,-18367
1547928837144,-15541
1547928841244,-18367
1547928836125,-11977
1547928834064,-5943
1547928838165,-18272
1547928833045,-4570
1547928842344,-18367
1547928837224,-15822
1547928836204,-12245
1547928841325,-18367
1547928834145,-6132
1547928838243,-18296
1547928833125,-4615
1547928833145,-4628
1547928842364,-18367
1547928837244,-15822
1547928835186,-8996
1547928834164,-6132
1547928838263,-18305
1547928835145,-8874
1547928838223,-18288
1547928842304,-18367
1547928837184,-15613
1547928841285,-18367
1547928836166,-12110
1547928841305,-18367
1547928836185,-12177
1547928835166,-8935
1547928834129,-6094
1547928833105,-4602
1547928842324,-18367
1547928837204,-15683
1547928836264,-12453
1547928841385,-18367
1547928835247,-9183
1547928838304,-18333
1547928833184,-4657
1547928842404,-18367
1547928837284,-15966
1547928842424,-18367
1547928837304,-16036
1547928841405,-18367
1547928836285,-12522
1547928834224,-6248
1547928838323,-18333
1547928833204,-4657
1547928834184,-6209
1547928838283,-18315
1547928833165,-4642
1547928836224,-12314
1547928841345,-18367
1547928835205,-9057
1547928835225,-9120
1547928834205,-6248
1547928842384,-18367
1547928837264,-15893
1547928841365,-18367
1547928836245,-12384
1547928835305,-9379
1547928834285,-6417
1547928842464,-18367
1547928837344,-16177
1547928836324,-12656
1547928841445,-18367
1547928841465,-18367
1547928836345,-12724
1547928835325,-9444
1547928838384,-18360
1547928833265,-4727
1547928842484,-18367
1547928837364,-16248
1547928838344,-18341
1547928833226,-4691
1547928842444,-18367
1547928837324,-16107
1547928835265,-9249
1547928834245,-6330
1547928834264,-6372
1547928838364,-18349
1547928833245,-4708
1547928836304,-12522
1547928841426,-18367
1547928835284,-9315
1547928842024,-18367
1547928836904,-14687
1547928841004,-18367
1547928835885,-11209
1547928838944,-18367
1547928833825,-5511
1547928843044,-18367
1547928832804,-4536
1547928837925,-18140
1547928843064,-18367
1547928832824,-4536
1547928837945,-18159
1547928842044,-18367
1547928836924,-14687
1547928834864,-7950
1547928838965,-18367
1547928833846,-5579
1547928834824,-7890
1547928838924,-18367
1547928833804,-5511
1547928841984,-18367
1547928836864,-14543
1547928840964,-18367
1547928835845,-11080
1547928840984,-18367
1547928835865,-11144
1547928834845,-7950
1547928843024,-18367
1547928832784,-4536
1547928837905,-18113
1547928842004,-18367
1547928836884,-14543
1547928841064,-18367
1547928835945,-11400
1547928834925,-8130
1547928843104,-18367
1547928837985,-18184
1547928832865,-4536
1547928842084,-18367
1547928836964,-14826
1547928842104,-18367
1547928836984,-14896
1547928841084,-18367
1547928835964,-11400
1547928839024,-18367
1547928833905,-5685
1547928843124,-18367
1547928838004,-18193
1547928832884,-4536
1547928838984,-18367
1547928833866,-5614
1547928843084,-18367
1547928837965,-18173
1547928832845,-4536
1547928841024,-18367
1547928835904,-11209
1547928834884,-8010
1547928834904,-8069
1547928839004,-18367
1547928833884,-5650
1547928842064,-18367
1547928836944,-14757
1547928841044,-18367
1547928835925,-11337
1547928834985,-8379
1547928833964,-5758
1547928842144,-18367
1547928837024,-15038
1547928836004,-11531
1547928841125,-18367
1547928841144,-18367
1547928836024,-11660
1547928835005,-8442
1547928838065,-18221
1547928832945,-4536
1547928842164,-18367
1547928837044,-15182
1547928843144,-18367
1547928838025,-18202
1547928832905,-4536
1547928842124,-18367
1547928837004,-14967
1547928834944,-8255
1547928833925,-5721
1547928833944,-5758
1547928843164,-18367
1547928838045,-18211
1547928832925,-4536
1547928841104,-18367
1547928835984,-11466
1547928834964,-8317
1547928834025,-5906
1547928838125,-18254
1547928833006,-4559
1547928841184,-18367
1547928836064,-11723
1547928835045,-8567
1547928835064,-8567
1547928834044,-5906
1547928842224,-18367
1547928837104,-15326
1547928841205,-18367
1547928836085,-11851
1547928842184,-18367
1547928837064,-15182
1547928841164,-18367
1547928836044,-11660
1547928833985,-5832
1547928838085,-18232
1547928832965,-4541
1547928838104,-18243
1547928832984,-4541
1547928842204,-18367
1547928837084,-15253
1547928835025,-8504
1547928834003,-5832
1547928840744,-18367
1547928835625,-10388
1547928834604,-7190
1547928832544,-4536
1547928842785,-18367
1547928837665,-17377
1547928841764,-18367
1547928836645,-13766
1547928841784,-18367
1547928836665,-13836
1547928840764,-18367
1547928835645,-10388
1547928838704,-18368
1547928833585,-5115
1547928842804,-18367
1547928837685,-17448
1547928832565,-4536
1547928838664,-18368
1547928833545,-5083
1547928842765,-18367
1547928837645,-17307
1547928832525,-4536
1547928840704,-18367
1547928835584,-10261
1547928834564,-7080
1547928834584,-7135
1547928838684,-18368
1547928833565,-5115
1547928841744,-18367
1547928836625,-13696
1547928840724,-18367
1547928835605,-10325
1547928834664,-7361
1547928838764,-18368
1547928833647,-5244
1547928841824,-18367
1547928836705,-13975
1547928840804,-18367
1547928835685,-10576
1547928840824,-18367
1547928835704,-10639
1547928834684,-7419
1547928832624,-4536
1547928842865,-18367
1547928837745,-17652
1547928841844,-18367
1547928836725,-14046
1547928837704,-17448
1547928842825,-18367
1547928832585,-4536
1547928841804,-18367
1547928836685,-13906
1547928834625,-7303
1547928838724,-18368
1547928833606,-5178
1547928838744,-18368
1547928833625,-5211
1547928832604,-4536
1547928842845,-18367
1547928837726,-17585
1547928840784,-18367
1547928835665,-10514
1547928834644,-7361
1547928838824,-18367
1547928833704,-5342
1547928832684,-4536
1547928842925,-18367
1547928837805,-17849
1547928840865,-18367
1547928835745,-10763
1547928834724,-7537
1547928834744,-7596
1547928838844,-18367
1547928833725,-5376
1547928841904,-18367
1547928836784,-14256
1547928840884,-18367
1547928835764,-10763
1547928841864,-18367
1547928836745,-14116
1547928840844,-18367
1547928835726,-10701
1547928838784,-18367
1547928833665,-5276
1547928842884,-18367
1547928832645,-4536
1547928837766,-17718
1547928832664,-4536
1547928842905,-18367
1547928837785,-17785
1547928841884,-18367
1547928836764,-14116
1547928834704,-7478
1547928838804,-18367
1547928833685,-5309
1547928832744,-4536
1547928842985,-18367
1547928837866,-18025
1547928841964,-18367
1547928836844,-14400
1547928834784,-7772
1547928838884,-18367
1547928833764,-5409
1547928838904,-18367
1547928833785,-5477
1547928832764,-4536
1547928843005,-18367
1547928837885,-18072
1547928840944,-18367
1547928835824,-10953
1547928834804,-7830
1547928840904,-18367
1547928835784,-10890
1547928834764,-7655
1547928832704,-4536
1547928842945,-18367
1547928837826,-17913
1547928841924,-18367
1547928836804,-14256
1547928841944,-18367
1547928836824,-14400
1547928840924,-18367
1547928835805,-10953
1547928838864,-18367
1547928833746,-5409
1547928832724,-4536
1547928842965,-18367
1547928837846,-17975
